,State,id_country,log_S,lat_S,category,1_period,2_period,3_period,4_period,5_period,6_period,7_period,8_period,9_period,10_period,primary,secondary,tertiary,quaternary
1799,Tarrafal,33,-23.72273385069002,15.26645025,Una,74,89,56,21,72,59,87,74,51,77,24,77,83,85
1800,Grand Cayman,34,17.967081999999998,25.3931478,Ayu,36,85,25,56,37,73,44,66,93,31,49,34,29,87
1801,Grand Cayman,34,17.967081999999998,25.3931478,Chi,35,85,53,22,66,71,68,68,45,85,28,96,77,93
1802,Grand Cayman,34,17.967081999999998,25.3931478,Den,13,17,99,77,37,91,26,98,31,28,72,22,82,26
1803,Grand Cayman,34,17.967081999999998,25.3931478,Allo,92,72,36,24,40,73,81,55,77,68,50,39,93,80
1804,Grand Cayman,34,17.967081999999998,25.3931478,Nat,93,31,41,17,25,62,60,38,44,54,17,53,39,46
1805,Grand Cayman,34,17.967081999999998,25.3931478,Vet,80,47,96,98,16,43,71,73,63,61,14,29,66,47
1806,Grand Cayman,34,17.967081999999998,25.3931478,Ene,41,18,62,39,98,42,43,31,94,42,87,18,90,16
1807,Grand Cayman,34,17.967081999999998,25.3931478,hom,22,15,37,29,23,12,26,24,34,82,75,45,22,31
1808,Grand Cayman,34,17.967081999999998,25.3931478,Tra,38,87,54,26,39,34,10,52,81,11,46,94,16,69
1809,Grand Cayman,34,17.967081999999998,25.3931478,Una,29,77,82,25,10,27,37,23,88,31,38,19,71,45
1810,Bangui,35,18.5509126,4.3907153,Ayu,97,99,72,56,88,35,88,94,99,60,50,21,15,72
1811,Bangui,35,18.5509126,4.3907153,Chi,37,27,73,50,42,18,12,74,97,31,51,84,58,14
1812,Bangui,35,18.5509126,4.3907153,Den,40,94,61,41,43,95,13,72,80,28,62,72,71,76
1813,Bangui,35,18.5509126,4.3907153,Allo,81,24,31,57,76,15,68,40,38,77,16,38,92,70
1814,Bangui,35,18.5509126,4.3907153,Nat,66,84,26,76,80,59,46,17,20,60,29,45,36,64
1815,Bangui,35,18.5509126,4.3907153,Vet,26,11,72,96,38,38,46,29,76,82,63,96,54,45
1816,Bangui,35,18.5509126,4.3907153,Ene,65,38,30,70,56,53,42,67,23,99,35,66,39,11
1817,Bangui,35,18.5509126,4.3907153,hom,86,55,87,85,94,52,25,63,90,24,71,30,89,92
1818,Bangui,35,18.5509126,4.3907153,Tra,88,51,88,33,65,55,34,87,56,65,29,29,70,18
1819,Bangui,35,18.5509126,4.3907153,Una,16,19,92,17,36,29,23,36,58,31,89,85,69,96
1820,N'Djamena,36,13.73073545598174,23.523905716666665,Ayu,86,60,80,25,25,29,83,28,85,74,16,13,38,87
1821,N'Djamena,36,13.73073545598174,23.523905716666665,Chi,55,47,35,64,57,51,44,64,91,67,23,44,30,28
1822,N'Djamena,36,13.73073545598174,23.523905716666665,Den,81,55,26,75,10,64,70,50,20,92,87,70,93,40
1823,N'Djamena,36,13.73073545598174,23.523905716666665,Allo,65,73,53,83,89,70,97,30,65,60,91,84,76,13
1824,N'Djamena,36,13.73073545598174,23.523905716666665,Nat,66,16,85,46,57,77,22,38,30,81,51,65,76,86
1825,N'Djamena,36,13.73073545598174,23.523905716666665,Vet,32,16,61,36,68,93,84,98,60,16,18,98,27,99
1826,N'Djamena,36,13.73073545598174,23.523905716666665,Ene,90,90,41,30,93,65,75,42,65,32,82,54,12,41
1827,N'Djamena,36,13.73073545598174,23.523905716666665,hom,57,24,22,18,27,53,84,55,16,29,70,71,52,16
1828,N'Djamena,36,13.73073545598174,23.523905716666665,Tra,66,88,82,88,10,89,54,92,66,59,81,45,25,17
1829,N'Djamena,36,13.73073545598174,23.523905716666665,Una,97,42,17,53,69,63,90,37,37,82,38,57,14,75
1830,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,Ayu,32,44,81,64,67,57,79,19,34,18,86,77,42,72
1831,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,Chi,86,69,45,14,83,52,26,14,92,85,95,25,95,20
1832,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,Den,28,15,11,91,37,95,62,21,28,91,16,96,66,33
1833,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,Allo,55,26,49,43,88,80,49,44,51,39,34,82,16,43
1834,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,Nat,20,52,80,91,55,17,65,95,56,37,20,16,45,58
1835,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,Vet,97,64,10,55,52,47,36,24,52,35,70,55,35,10
1836,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,Ene,68,93,64,62,99,95,82,68,83,70,65,78,52,27
1837,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,hom,18,82,79,14,67,31,59,61,74,34,16,88,74,68
1838,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,Tra,69,40,60,67,83,30,97,87,80,17,12,56,83,36
1839,Aisen del General Carlos Ibañez del Campo,37,-73.14063746250807,-45.85732165,Una,21,92,72,37,44,26,47,43,16,27,13,62,77,45
1840,Antofagasta,37,-70.3980033,-23.6463741,Ayu,95,44,36,19,66,86,37,36,42,54,31,16,98,65
1841,Antofagasta,37,-70.3980033,-23.6463741,Chi,36,73,78,96,72,82,68,89,39,40,23,41,25,16
1842,Antofagasta,37,-70.3980033,-23.6463741,Den,43,89,24,26,87,59,73,56,89,90,35,97,28,39
1843,Antofagasta,37,-70.3980033,-23.6463741,Allo,22,83,78,84,63,51,38,86,44,78,18,79,86,33
1844,Antofagasta,37,-70.3980033,-23.6463741,Nat,15,69,73,34,80,96,89,30,65,99,38,38,58,22
1845,Antofagasta,37,-70.3980033,-23.6463741,Vet,31,84,58,27,19,30,25,34,66,79,44,97,31,47
1846,Antofagasta,37,-70.3980033,-23.6463741,Ene,99,58,72,74,33,59,57,53,57,86,56,53,40,42
1847,Antofagasta,37,-70.3980033,-23.6463741,hom,36,49,18,43,66,16,36,33,24,53,73,43,21,40
1848,Antofagasta,37,-70.3980033,-23.6463741,Tra,54,95,72,11,70,53,74,67,17,96,63,67,65,97
1849,Antofagasta,37,-70.3980033,-23.6463741,Una,38,34,16,85,84,12,77,19,44,77,53,25,39,37
1850,Biobio,37,-55.96104257947696,-6.564017514285717,Ayu,12,40,67,92,51,65,11,81,69,85,77,10,69,48
1851,Biobio,37,-55.96104257947696,-6.564017514285717,Chi,53,42,62,52,83,80,19,13,47,86,97,72,29,98
1852,Biobio,37,-55.96104257947696,-6.564017514285717,Den,64,62,67,93,14,76,97,59,82,81,61,59,95,68
1853,Biobio,37,-55.96104257947696,-6.564017514285717,Allo,82,82,67,54,20,74,84,41,31,60,83,24,28,39
1854,Biobio,37,-55.96104257947696,-6.564017514285717,Nat,84,64,71,26,93,10,26,76,93,62,42,36,47,58
1855,Biobio,37,-55.96104257947696,-6.564017514285717,Vet,38,56,18,40,19,24,80,35,81,18,89,89,26,78
1856,Biobio,37,-55.96104257947696,-6.564017514285717,Ene,62,54,87,96,12,65,78,29,79,61,11,40,42,50
1857,Biobio,37,-55.96104257947696,-6.564017514285717,hom,41,92,57,69,52,23,73,68,74,93,80,51,51,80
1858,Biobio,37,-55.96104257947696,-6.564017514285717,Tra,23,92,18,40,30,83,90,72,47,89,91,83,39,74
1859,Biobio,37,-55.96104257947696,-6.564017514285717,Una,21,99,74,12,56,53,10,96,76,32,70,95,95,22
1860,Coquimbo,37,-71.2101646,-30.7676621,Ayu,50,54,70,63,38,68,81,71,19,31,56,89,32,30
1861,Coquimbo,37,-71.2101646,-30.7676621,Chi,50,26,20,20,20,18,58,88,50,35,27,40,83,24
1862,Coquimbo,37,-71.2101646,-30.7676621,Den,36,99,41,88,79,81,76,69,60,76,95,84,98,54
1863,Coquimbo,37,-71.2101646,-30.7676621,Allo,15,40,51,97,36,25,25,29,80,98,10,40,10,44
1864,Coquimbo,37,-71.2101646,-30.7676621,Nat,65,97,18,71,74,77,78,87,90,78,55,89,38,16
1865,Coquimbo,37,-71.2101646,-30.7676621,Vet,65,59,73,32,98,57,16,94,10,79,81,69,96,67
1866,Coquimbo,37,-71.2101646,-30.7676621,Ene,60,78,85,10,78,19,83,16,82,50,70,85,77,97
1867,Coquimbo,37,-71.2101646,-30.7676621,hom,65,91,43,12,77,70,11,81,82,38,99,23,47,75
1868,Coquimbo,37,-71.2101646,-30.7676621,Tra,38,16,26,64,76,69,30,16,10,72,19,86,51,45
1869,Coquimbo,37,-71.2101646,-30.7676621,Una,97,89,79,96,15,68,51,70,49,47,90,37,84,64
1870,La Araucania,37,-41.419531985714286,-38.54020258571428,Ayu,92,25,66,83,77,84,94,83,38,42,78,30,20,37
1871,La Araucania,37,-41.419531985714286,-38.54020258571428,Chi,22,33,29,45,20,18,44,51,89,67,11,26,60,58
1872,La Araucania,37,-41.419531985714286,-38.54020258571428,Den,12,56,44,66,62,82,27,73,48,31,68,76,29,50
1873,La Araucania,37,-41.419531985714286,-38.54020258571428,Allo,64,46,54,83,92,42,65,51,71,86,51,32,42,27
1874,La Araucania,37,-41.419531985714286,-38.54020258571428,Nat,37,51,10,38,39,56,93,78,64,24,85,93,33,69
1875,La Araucania,37,-41.419531985714286,-38.54020258571428,Vet,73,94,34,24,89,47,37,29,36,70,55,74,29,63
1876,La Araucania,37,-41.419531985714286,-38.54020258571428,Ene,42,44,41,91,55,43,22,16,42,99,27,86,98,66
1877,La Araucania,37,-41.419531985714286,-38.54020258571428,hom,23,66,18,32,67,91,31,57,84,97,14,14,85,28
1878,La Araucania,37,-41.419531985714286,-38.54020258571428,Tra,77,68,25,39,87,70,86,78,10,70,47,93,57,10
1879,La Araucania,37,-41.419531985714286,-38.54020258571428,Una,19,11,92,14,80,35,55,62,24,95,79,65,70,47
1880,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,Ayu,35,54,74,84,69,80,66,29,42,82,67,45,10,43
1881,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,Chi,54,45,33,70,39,65,51,74,40,50,91,31,16,87
1882,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,Den,89,22,67,19,17,28,99,76,36,98,74,52,99,57
1883,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,Allo,81,27,49,59,94,36,19,37,77,69,47,91,67,77
1884,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,Nat,89,97,42,12,60,21,42,55,20,28,16,95,28,64
1885,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,Vet,69,27,56,50,60,57,75,88,30,97,30,25,82,74
1886,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,Ene,13,96,24,81,52,30,50,23,79,30,26,89,94,17
1887,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,hom,99,74,52,22,63,72,25,43,64,60,74,46,97,42
1888,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,Tra,23,98,75,23,51,27,81,88,57,33,15,35,52,51
1889,Libertador General Bernardo O'Higgins,37,-70.7407427,-34.170249,Una,72,16,48,78,38,91,53,45,42,71,22,64,94,50
1890,Los Lagos,37,-38.6502865,0.4694372499999986,Ayu,51,92,22,10,92,84,97,93,80,44,56,24,71,22
1891,Los Lagos,37,-38.6502865,0.4694372499999986,Chi,19,54,82,17,59,63,70,68,77,31,80,94,99,77
1892,Los Lagos,37,-38.6502865,0.4694372499999986,Den,30,85,31,49,42,20,83,46,70,97,22,37,72,13
1893,Los Lagos,37,-38.6502865,0.4694372499999986,Allo,14,69,45,85,16,24,11,81,54,65,35,93,94,42
1894,Los Lagos,37,-38.6502865,0.4694372499999986,Nat,40,13,58,75,76,37,31,32,64,60,73,46,55,38
1895,Los Lagos,37,-38.6502865,0.4694372499999986,Vet,66,85,27,29,79,67,87,38,35,79,16,17,69,67
1896,Los Lagos,37,-38.6502865,0.4694372499999986,Ene,19,50,88,37,49,43,77,68,73,41,25,26,56,26
1897,Los Lagos,37,-38.6502865,0.4694372499999986,hom,81,83,36,89,39,74,27,79,21,42,35,53,92,93
1898,Los Lagos,37,-38.6502865,0.4694372499999986,Tra,35,91,62,25,70,16,78,61,13,18,60,22,49,76
1899,Los Lagos,37,-38.6502865,0.4694372499999986,Una,26,97,79,24,10,61,56,51,52,14,43,90,14,64
1900,Maule,37,-71.74440445,-35.784140449999995,Ayu,64,23,11,83,79,80,99,12,82,53,27,91,95,99
1901,Maule,37,-71.74440445,-35.784140449999995,Chi,25,84,59,34,38,55,83,28,69,15,26,52,16,48
1902,Maule,37,-71.74440445,-35.784140449999995,Den,38,23,29,38,70,72,91,94,14,46,51,29,29,86
1903,Maule,37,-71.74440445,-35.784140449999995,Allo,14,47,96,42,76,71,38,38,68,51,11,87,38,33
1904,Maule,37,-71.74440445,-35.784140449999995,Nat,70,90,72,49,74,79,12,84,27,24,34,67,74,68
1905,Maule,37,-71.74440445,-35.784140449999995,Vet,40,21,55,92,45,49,46,66,61,18,53,85,71,19
1906,Maule,37,-71.74440445,-35.784140449999995,Ene,52,57,49,74,27,63,94,17,12,57,32,38,55,96
1907,Maule,37,-71.74440445,-35.784140449999995,hom,31,71,94,21,84,40,27,60,63,31,68,89,35,42
1908,Maule,37,-71.74440445,-35.784140449999995,Tra,34,50,88,86,58,83,94,20,39,95,48,27,97,44
1909,Maule,37,-71.74440445,-35.784140449999995,Una,84,48,51,89,95,93,47,97,56,54,86,68,87,24
1910,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,Ayu,14,57,52,70,76,77,62,79,61,63,20,83,54,32
1911,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,Chi,49,38,49,79,51,90,70,69,48,89,83,43,51,18
1912,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,Den,78,48,16,65,42,77,41,72,38,10,33,92,51,80
1913,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,Allo,75,44,20,22,13,24,17,44,55,60,31,95,85,87
1914,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,Nat,75,76,26,36,70,56,24,64,84,23,91,10,14,60
1915,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,Vet,27,83,43,15,46,92,74,92,99,55,69,81,94,45
1916,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,Ene,58,44,67,82,58,57,94,18,31,98,71,84,97,34
1917,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,hom,85,65,86,52,53,51,16,28,92,13,54,25,90,82
1918,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,Tra,69,11,72,98,53,99,21,44,26,70,88,76,13,67
1919,Region Metropolitana de Santiago,37,-68.65674308870453,-15.92477774,Una,56,89,38,35,68,89,49,13,51,64,80,31,96,58
1920,Valparaiso,37,-71.25872403999999,-32.96511514,Ayu,94,93,56,42,94,80,66,22,77,32,20,37,28,40
1921,Valparaiso,37,-71.25872403999999,-32.96511514,Chi,20,97,58,71,13,83,36,28,93,67,44,22,45,64
1922,Valparaiso,37,-71.25872403999999,-32.96511514,Den,37,10,28,51,93,93,24,49,92,20,23,25,40,62
1923,Valparaiso,37,-71.25872403999999,-32.96511514,Allo,84,63,48,59,83,53,10,62,55,13,51,98,66,73
1924,Valparaiso,37,-71.25872403999999,-32.96511514,Nat,47,58,36,58,63,30,60,94,23,88,11,58,22,58
1925,Valparaiso,37,-71.25872403999999,-32.96511514,Vet,70,85,90,22,88,71,59,66,94,12,99,90,67,87
1926,Valparaiso,37,-71.25872403999999,-32.96511514,Ene,49,19,26,63,72,56,71,71,71,10,79,94,82,81
1927,Valparaiso,37,-71.25872403999999,-32.96511514,hom,80,27,96,89,76,33,39,93,96,94,24,88,38,31
1928,Valparaiso,37,-71.25872403999999,-32.96511514,Tra,84,51,66,99,49,51,71,94,44,84,99,13,85,44
1929,Valparaiso,37,-71.25872403999999,-32.96511514,Una,54,47,20,49,17,50,36,73,33,55,31,94,75,88
1930,Ñuble,37,-72.1033194,-36.6066616,Ayu,27,20,27,85,95,88,94,55,77,24,82,49,15,97
1931,Ñuble,37,-72.1033194,-36.6066616,Chi,85,59,47,98,84,32,92,63,30,43,72,28,83,69
1932,Ñuble,37,-72.1033194,-36.6066616,Den,43,35,39,54,85,58,43,30,52,25,34,97,11,32
1933,Ñuble,37,-72.1033194,-36.6066616,Allo,96,24,41,97,31,52,88,83,23,34,48,98,31,15
1934,Ñuble,37,-72.1033194,-36.6066616,Nat,68,34,33,61,78,84,44,83,64,72,20,95,43,57
1935,Ñuble,37,-72.1033194,-36.6066616,Vet,99,92,53,55,68,49,39,60,30,30,34,42,94,52
1936,Ñuble,37,-72.1033194,-36.6066616,Ene,61,82,96,45,59,80,31,39,41,56,19,15,55,79
1937,Ñuble,37,-72.1033194,-36.6066616,hom,31,66,24,69,83,85,64,25,26,47,49,67,51,58
1938,Ñuble,37,-72.1033194,-36.6066616,Tra,82,81,84,27,14,47,32,63,54,18,54,57,27,99
1939,Ñuble,37,-72.1033194,-36.6066616,Una,72,69,21,54,87,56,89,51,31,42,43,89,89,39
1940,Anhui,38,117.2218033,31.8228094,Ayu,23,70,99,37,53,40,46,63,21,79,65,83,92,94
1941,Anhui,38,117.2218033,31.8228094,Chi,26,16,84,96,73,55,64,44,66,18,19,70,33,83
1942,Anhui,38,117.2218033,31.8228094,Den,20,25,84,55,95,59,45,15,33,15,27,27,67,45
1943,Anhui,38,117.2218033,31.8228094,Allo,55,65,69,67,51,73,33,31,72,78,27,48,76,10
1944,Anhui,38,117.2218033,31.8228094,Nat,78,77,14,66,15,74,37,55,84,42,47,88,94,96
1945,Anhui,38,117.2218033,31.8228094,Vet,90,90,95,66,14,22,97,47,76,72,82,45,19,82
1946,Anhui,38,117.2218033,31.8228094,Ene,50,58,14,48,96,37,77,18,97,74,60,98,90,44
1947,Anhui,38,117.2218033,31.8228094,hom,13,16,57,91,23,74,67,46,85,80,16,95,98,71
1948,Anhui,38,117.2218033,31.8228094,Tra,85,34,89,20,68,14,85,58,91,26,59,32,88,90
1949,Anhui,38,117.2218033,31.8228094,Una,65,81,33,67,68,54,27,83,93,10,46,82,38,42
1950,Beijing,38,116.5225751,40.0274837,Ayu,39,98,21,84,27,34,28,11,50,57,48,67,93,91
1951,Beijing,38,116.5225751,40.0274837,Chi,94,81,37,76,48,77,15,98,20,54,84,19,34,64
1952,Beijing,38,116.5225751,40.0274837,Den,70,56,71,22,72,14,10,66,58,15,59,46,87,57
1953,Beijing,38,116.5225751,40.0274837,Allo,94,24,69,95,37,58,90,54,26,64,93,14,11,78
1954,Beijing,38,116.5225751,40.0274837,Nat,45,16,94,89,37,67,16,91,28,80,43,76,78,34
1955,Beijing,38,116.5225751,40.0274837,Vet,74,61,36,69,39,11,44,53,89,63,82,71,76,72
1956,Beijing,38,116.5225751,40.0274837,Ene,60,33,12,60,78,30,74,48,25,68,51,31,63,27
1957,Beijing,38,116.5225751,40.0274837,hom,45,91,55,49,35,73,50,78,11,68,51,48,68,66
1958,Beijing,38,116.5225751,40.0274837,Tra,19,20,70,67,98,51,24,91,49,72,10,96,56,24
1959,Beijing,38,116.5225751,40.0274837,Una,33,59,76,96,93,49,33,87,73,95,42,68,63,93
1960,Guangdong,38,114.0545429,22.5445741,Ayu,48,31,24,86,60,87,57,21,83,73,67,90,88,99
1961,Guangdong,38,114.0545429,22.5445741,Chi,86,99,14,86,20,90,23,86,11,49,37,34,33,14
1962,Guangdong,38,114.0545429,22.5445741,Den,42,78,35,91,26,97,78,21,37,17,68,40,30,32
1963,Guangdong,38,114.0545429,22.5445741,Allo,19,29,45,74,41,40,99,41,15,71,11,69,72,27
1964,Guangdong,38,114.0545429,22.5445741,Nat,36,80,13,34,90,72,73,91,45,87,99,12,22,42
1965,Guangdong,38,114.0545429,22.5445741,Vet,78,32,96,49,74,71,51,72,51,16,45,24,70,17
1966,Guangdong,38,114.0545429,22.5445741,Ene,19,45,53,55,78,25,87,77,15,21,58,19,73,56
1967,Guangdong,38,114.0545429,22.5445741,hom,34,60,84,43,81,10,30,98,37,18,98,26,98,39
1968,Guangdong,38,114.0545429,22.5445741,Tra,88,15,19,43,71,84,43,96,40,97,53,67,78,60
1969,Guangdong,38,114.0545429,22.5445741,Una,20,35,14,43,43,41,29,47,98,53,69,63,78,78
1970,Shaanxi,38,108.9423443,34.2607713,Ayu,10,37,10,52,35,15,92,47,44,54,45,80,87,62
1971,Shaanxi,38,108.9423443,34.2607713,Chi,30,22,25,82,90,95,31,11,69,24,81,19,43,70
1972,Shaanxi,38,108.9423443,34.2607713,Den,49,17,96,65,79,43,99,91,81,77,54,70,37,95
1973,Shaanxi,38,108.9423443,34.2607713,Allo,44,43,16,62,24,21,90,11,79,45,93,34,47,58
1974,Shaanxi,38,108.9423443,34.2607713,Nat,63,94,56,22,46,55,84,48,83,53,81,44,15,19
1975,Shaanxi,38,108.9423443,34.2607713,Vet,31,71,73,86,73,39,37,65,28,93,45,49,47,59
1976,Shaanxi,38,108.9423443,34.2607713,Ene,65,67,96,94,26,27,86,92,44,12,15,35,11,90
1977,Shaanxi,38,108.9423443,34.2607713,hom,46,47,14,44,82,13,56,54,99,10,14,82,14,76
1978,Shaanxi,38,108.9423443,34.2607713,Tra,13,55,89,61,90,61,80,10,74,70,95,65,66,65
1979,Shaanxi,38,108.9423443,34.2607713,Una,88,80,55,79,26,25,47,85,24,50,28,11,59,28
1980,Shandong,38,120.3781372,36.0638034,Ayu,89,67,92,82,41,30,81,77,13,73,33,87,74,39
1981,Shandong,38,120.3781372,36.0638034,Chi,36,47,39,11,93,51,75,24,70,41,16,45,16,47
1982,Shandong,38,120.3781372,36.0638034,Den,72,24,40,46,69,74,28,17,37,90,63,23,42,77
1983,Shandong,38,120.3781372,36.0638034,Allo,19,24,77,88,16,20,83,70,38,32,37,35,16,42
1984,Shandong,38,120.3781372,36.0638034,Nat,64,35,95,66,33,83,11,56,12,17,46,90,22,74
1985,Shandong,38,120.3781372,36.0638034,Vet,34,24,33,92,38,39,23,89,31,52,10,27,15,76
1986,Shandong,38,120.3781372,36.0638034,Ene,54,20,29,26,27,62,48,44,22,51,58,52,65,82
1987,Shandong,38,120.3781372,36.0638034,hom,92,75,84,68,39,22,54,21,30,58,92,83,65,18
1988,Shandong,38,120.3781372,36.0638034,Tra,37,39,39,14,50,65,71,52,84,43,43,51,10,29
1989,Shandong,38,120.3781372,36.0638034,Una,86,45,81,16,28,42,27,48,21,93,16,94,38,35
1990,Shanghai,38,121.4692071,31.2322758,Ayu,59,59,32,83,43,48,19,97,53,89,25,56,69,90
1991,Shanghai,38,121.4692071,31.2322758,Chi,96,85,80,29,42,96,23,84,18,25,44,83,91,83
1992,Shanghai,38,121.4692071,31.2322758,Den,51,93,83,10,53,90,90,14,22,89,92,59,36,28
1993,Shanghai,38,121.4692071,31.2322758,Allo,18,53,48,58,39,96,81,92,66,82,29,74,55,94
1994,Shanghai,38,121.4692071,31.2322758,Nat,86,68,19,23,32,12,84,50,55,14,49,26,57,21
1995,Shanghai,38,121.4692071,31.2322758,Vet,43,16,47,83,65,96,92,65,40,87,56,46,66,61
1996,Shanghai,38,121.4692071,31.2322758,Ene,41,50,87,82,69,54,67,29,23,64,22,98,84,76
1997,Shanghai,38,121.4692071,31.2322758,hom,33,45,73,22,17,71,73,67,58,43,78,42,33,60
1998,Shanghai,38,121.4692071,31.2322758,Tra,24,23,28,50,20,64,35,46,80,24,49,49,72,36
1999,Shanghai,38,121.4692071,31.2322758,Una,68,14,76,49,71,19,10,17,47,63,59,38,27,28
2000,Sichuan,38,104.0633717,30.6598628,Ayu,90,48,22,81,29,54,75,79,88,59,85,65,94,50
2001,Sichuan,38,104.0633717,30.6598628,Chi,62,13,76,90,42,73,19,17,94,67,10,24,49,50
2002,Sichuan,38,104.0633717,30.6598628,Den,46,34,41,97,75,28,30,11,29,77,68,89,75,79
2003,Sichuan,38,104.0633717,30.6598628,Allo,22,97,73,16,52,33,28,74,34,65,53,13,83,31
2004,Sichuan,38,104.0633717,30.6598628,Nat,63,25,55,60,27,99,19,71,66,21,50,78,20,37
2005,Sichuan,38,104.0633717,30.6598628,Vet,32,31,95,23,53,29,39,33,41,32,37,38,55,74
2006,Sichuan,38,104.0633717,30.6598628,Ene,90,86,60,95,83,99,32,50,93,35,25,20,74,69
2007,Sichuan,38,104.0633717,30.6598628,hom,72,86,79,17,80,71,20,83,96,19,84,74,83,15
2008,Sichuan,38,104.0633717,30.6598628,Tra,32,81,92,27,70,41,71,52,38,72,85,15,58,76
2009,Sichuan,38,104.0633717,30.6598628,Una,49,69,16,77,90,24,19,45,78,87,30,18,46,56
2010,Zhejiang,38,119.9145957,29.41884805,Ayu,79,60,55,73,53,96,48,80,78,87,54,74,44,15
2011,Zhejiang,38,119.9145957,29.41884805,Chi,96,97,27,71,80,27,77,34,66,71,98,98,98,40
2012,Zhejiang,38,119.9145957,29.41884805,Den,18,82,61,23,47,31,44,94,40,57,46,80,11,35
2013,Zhejiang,38,119.9145957,29.41884805,Allo,54,12,65,28,78,82,27,22,90,37,35,22,48,88
2014,Zhejiang,38,119.9145957,29.41884805,Nat,79,77,91,32,89,87,90,57,25,43,35,85,14,25
2015,Zhejiang,38,119.9145957,29.41884805,Vet,14,88,28,42,46,39,76,87,45,94,36,41,97,12
2016,Zhejiang,38,119.9145957,29.41884805,Ene,67,72,33,49,67,77,88,78,43,21,98,61,40,71
2017,Zhejiang,38,119.9145957,29.41884805,hom,13,39,28,13,34,48,12,49,63,20,27,86,39,84
2018,Zhejiang,38,119.9145957,29.41884805,Tra,26,96,31,46,87,69,24,60,96,79,19,11,65,50
2019,Zhejiang,38,119.9145957,29.41884805,Una,69,42,48,40,67,14,24,85,17,94,63,51,63,13
2020,Antioquia,39,-47.60086601164048,15.034788522222222,Ayu,32,50,92,15,41,54,56,93,25,18,79,78,83,82
2021,Antioquia,39,-47.60086601164048,15.034788522222222,Chi,99,10,82,89,99,11,20,73,60,96,66,82,93,69
2022,Antioquia,39,-47.60086601164048,15.034788522222222,Den,99,71,71,57,59,73,25,52,63,77,52,46,67,74
2023,Antioquia,39,-47.60086601164048,15.034788522222222,Allo,22,22,50,62,92,96,34,72,42,36,38,33,32,74
2024,Antioquia,39,-47.60086601164048,15.034788522222222,Nat,75,63,95,10,60,17,95,76,43,42,29,78,56,16
2025,Antioquia,39,-47.60086601164048,15.034788522222222,Vet,21,41,77,46,84,96,46,25,17,50,32,13,15,68
2026,Antioquia,39,-47.60086601164048,15.034788522222222,Ene,18,55,56,33,22,24,10,12,37,23,34,83,40,25
2027,Antioquia,39,-47.60086601164048,15.034788522222222,hom,45,46,69,68,53,33,95,52,67,65,36,83,92,70
2028,Antioquia,39,-47.60086601164048,15.034788522222222,Tra,93,47,45,87,64,59,10,29,86,61,42,45,48,90
2029,Antioquia,39,-47.60086601164048,15.034788522222222,Una,33,95,74,93,35,93,65,58,82,29,39,75,47,78
2030,Arauca,39,-71.0000086,6.6666755,Ayu,78,77,69,85,48,98,99,86,14,91,17,61,61,73
2031,Arauca,39,-71.0000086,6.6666755,Chi,11,48,95,95,13,75,91,18,83,17,25,54,29,13
2032,Arauca,39,-71.0000086,6.6666755,Den,74,57,52,69,34,61,30,63,78,14,77,29,57,32
2033,Arauca,39,-71.0000086,6.6666755,Allo,18,19,19,33,32,52,38,53,14,48,38,87,93,75
2034,Arauca,39,-71.0000086,6.6666755,Nat,60,58,52,75,22,70,85,49,97,93,73,63,72,89
2035,Arauca,39,-71.0000086,6.6666755,Vet,36,12,66,17,17,23,36,70,52,34,36,16,79,69
2036,Arauca,39,-71.0000086,6.6666755,Ene,16,65,46,46,25,43,12,37,50,95,84,67,72,30
